query,sql_text,plan_json,execution_time,reward
14550.sql,"WITH UserPostStats AS (
    SELECT 
        u.Id AS UserId,
        u.DisplayName,
        COUNT(p.Id) AS TotalPosts,
        SUM(CASE WHEN p.PostTypeId = 1 THEN 1 ELSE 0 END) AS TotalQuestions,
        SUM(CASE WHEN p.PostTypeId = 2 THEN 1 ELSE 0 END) AS TotalAnswers,
        AVG(p.Score) AS AverageScore,
        SUM(p.ViewCount) AS TotalViews
    FROM 
        Users u
    LEFT JOIN 
        Posts p ON u.Id = p.OwnerUserId
    GROUP BY 
        u.Id, u.DisplayName
),
TopUsers AS (
    SELECT 
        UserId,
        DisplayName,
        TotalPosts,
        TotalQuestions,
        TotalAnswers,
        AverageScore,
        TotalViews,
        RANK() OVER (ORDER BY TotalPosts DESC) AS RankByPosts
    FROM 
        UserPostStats
)
SELECT 
    UserId,
    DisplayName,
    TotalPosts,
    TotalQuestions,
    TotalAnswers,
    AverageScore,
    TotalViews,
    RankByPosts
FROM 
    TopUsers
WHERE 
    RankByPosts <= 10
ORDER BY 
    RankByPosts;",,22.653,-0.004844506586587134
15662.sql,"
SELECT 
    p.Title,
    u.DisplayName AS OwnerDisplayName,
    p.CreationDate,
    p.Score,
    p.ViewCount,
    COUNT(c.Id) AS CommentCount
FROM 
    Posts p
JOIN 
    Users u ON p.OwnerUserId = u.Id
LEFT JOIN 
    Comments c ON p.Id = c.PostId
WHERE 
    p.PostTypeId = 1 
GROUP BY 
    p.Title, u.DisplayName, p.CreationDate, p.Score, p.ViewCount
ORDER BY 
    p.Score DESC
LIMIT 10;
",,9.501,-0.0020318570202253286
18160.sql,"SELECT p.Id, p.Title, p.CreationDate, u.DisplayName, p.Score
FROM Posts p
JOIN Users u ON p.OwnerUserId = u.Id
WHERE p.PostTypeId = 1 
ORDER BY p.CreationDate DESC
LIMIT 10;",,5.519,-0.0011802777491446783
6393.sql,"
WITH RankedPosts AS (
    SELECT 
        p.Id AS PostId,
        p.Title,
        p.CreationDate,
        u.DisplayName AS OwnerDisplayName,
        p.Score,
        p.ViewCount,
        COUNT(a.Id) AS AnswerCount,
        ROW_NUMBER() OVER (PARTITION BY p.PostTypeId ORDER BY p.Score DESC, p.CreationDate DESC) AS Rank
    FROM Posts p
    JOIN Users u ON p.OwnerUserId = u.Id
    LEFT JOIN Posts a ON a.ParentId = p.Id AND a.PostTypeId = 2
    WHERE p.PostTypeId IN (1, 2) 
    GROUP BY p.Id, p.Title, p.CreationDate, u.DisplayName, p.Score, p.ViewCount
),
TopPosts AS (
    SELECT 
        rp.PostId, 
        rp.Title, 
        rp.CreationDate, 
        rp.OwnerDisplayName, 
        rp.Score, 
        rp.ViewCount, 
        rp.AnswerCount
    FROM RankedPosts rp
    WHERE rp.Rank <= 5 
),
CommentCounts AS (
    SELECT 
        c.PostId, 
        COUNT(c.Id) AS TotalComments
    FROM Comments c
    GROUP BY c.PostId
)
SELECT 
    tp.PostId,
    tp.Title,
    tp.CreationDate,
    tp.OwnerDisplayName,
    tp.Score,
    tp.ViewCount,
    tp.AnswerCount,
    COALESCE(cc.TotalComments, 0) AS TotalComments
FROM TopPosts tp
LEFT JOIN CommentCounts cc ON tp.PostId = cc.PostId
ORDER BY tp.Score DESC, tp.ViewCount DESC;
",,21.78,-0.004657809272761568
25556.sql,"WITH UserBadges AS (
    SELECT 
        U.Id AS UserId,
        U.DisplayName,
        COUNT(B.Id) AS BadgeCount,
        SUM(CASE WHEN B.Class = 1 THEN 1 ELSE 0 END) AS GoldBadgeCount,
        SUM(CASE WHEN B.Class = 2 THEN 1 ELSE 0 END) AS SilverBadgeCount,
        SUM(CASE WHEN B.Class = 3 THEN 1 ELSE 0 END) AS BronzeBadgeCount
    FROM 
        Users U
    LEFT JOIN 
        Badges B ON U.Id = B.UserId
    GROUP BY 
        U.Id, U.DisplayName
),
PostDetails AS (
    SELECT 
        P.Id AS PostId,
        P.Title,
        P.CreationDate,
        P.OwnerDisplayName,
        P.PostTypeId,
        COUNT(C.Id) AS CommentCount,
        COALESCE(SUM(V.BountyAmount), 0) AS TotalBounties
    FROM 
        Posts P
    LEFT JOIN 
        Comments C ON P.Id = C.PostId
    LEFT JOIN 
        Votes V ON P.Id = V.PostId AND V.VoteTypeId IN (8, 9) 
    WHERE 
        P.CreationDate > cast('2024-10-01 12:34:56' as timestamp) - INTERVAL '1 year' 
    GROUP BY 
        P.Id, P.Title, P.CreationDate, P.OwnerDisplayName, P.PostTypeId
),
TopPosts AS (
    SELECT 
        PD.PostId,
        PD.Title,
        PD.CreationDate,
        PD.OwnerDisplayName,
        PD.CommentCount,
        PD.TotalBounties,
        ROW_NUMBER() OVER (ORDER BY PD.CommentCount DESC, PD.TotalBounties DESC) AS Rank
    FROM 
        PostDetails PD
)
SELECT 
    UB.UserId,
    UB.DisplayName,
    UB.BadgeCount,
    UB.GoldBadgeCount,
    UB.SilverBadgeCount,
    UB.BronzeBadgeCount,
    TP.Title AS TopPostTitle,
    TP.CreationDate AS PostCreationDate,
    TP.CommentCount AS PostCommentCount,
    TP.TotalBounties AS PostTotalBounties
FROM 
    UserBadges UB
LEFT JOIN 
    TopPosts TP ON UB.UserId = (SELECT P.OwnerUserId FROM Posts P WHERE P.Id = TP.PostId)
WHERE 
    UB.BadgeCount > 0
ORDER BY 
    UB.BadgeCount DESC, 
    TP.CommentCount DESC 
LIMIT 10;",,16.479,-0.0035241523877795164
31452.sql,"
WITH RankedPosts AS (
    SELECT 
        p.Id AS PostId,
        p.OwnerUserId,
        p.Title,
        p.CreationDate,
        p.Score,
        p.ViewCount,
        ROW_NUMBER() OVER (PARTITION BY p.OwnerUserId ORDER BY p.CreationDate DESC) AS PostRank
    FROM 
        Posts p
    WHERE 
        p.PostTypeId = 1
),
UserReputation AS (
    SELECT 
        u.Id AS UserId,
        u.Reputation,
        COUNT(b.Id) AS BadgeCount,
        COALESCE(SUM(CASE WHEN b.Class = 1 THEN 1 ELSE 0 END), 0) AS GoldBadges,
        COALESCE(SUM(CASE WHEN b.Class = 2 THEN 1 ELSE 0 END), 0) AS SilverBadges,
        COALESCE(SUM(CASE WHEN b.Class = 3 THEN 1 ELSE 0 END), 0) AS BronzeBadges
    FROM 
        Users u
    LEFT JOIN 
        Badges b ON u.Id = b.UserId
    GROUP BY 
        u.Id, u.Reputation
),
PostHistoryDetails AS (
    SELECT 
        ph.PostId,
        COUNT(*) AS EditCount,
        MAX(ph.CreationDate) AS LastEditDate
    FROM 
        PostHistory ph
    WHERE 
        ph.PostHistoryTypeId IN (4, 5, 6)  
    GROUP BY 
        ph.PostId
),
PostStatistics AS (
    SELECT 
        rp.PostId,
        rp.Title,
        rp.CreationDate,
        rp.Score,
        rp.ViewCount,
        COALESCE(phd.EditCount, 0) AS EditCount,
        phd.LastEditDate,
        ur.Reputation,
        ur.BadgeCount,
        ur.GoldBadges,
        ur.SilverBadges,
        ur.BronzeBadges
    FROM 
        RankedPosts rp
    LEFT JOIN 
        PostHistoryDetails phd ON rp.PostId = phd.PostId
    LEFT JOIN 
        UserReputation ur ON rp.OwnerUserId = ur.UserId
    WHERE 
        rp.PostRank = 1  
)
SELECT 
    ps.Title,
    ps.CreationDate,
    ps.Score,
    ps.ViewCount,
    ps.EditCount,
    ps.LastEditDate,
    ps.Reputation,
    ps.BadgeCount,
    ps.GoldBadges,
    ps.SilverBadges,
    ps.BronzeBadges
FROM 
    PostStatistics ps
WHERE 
    ps.Reputation > 100  
ORDER BY 
    ps.Score DESC, ps.ViewCount DESC;
",,33.948,-0.0072600233788663775
10327.sql,"
SELECT 
    p.Id AS PostId,
    p.Title,
    p.CreationDate,
    u.DisplayName AS OwnerDisplayName,
    COUNT(c.Id) AS CommentCount,
    SUM(CASE WHEN v.VoteTypeId = 2 THEN 1 ELSE 0 END) AS UpVotes,
    SUM(CASE WHEN v.VoteTypeId = 3 THEN 1 ELSE 0 END) AS DownVotes,
    p.Score,
    p.ViewCount,
    p.AnswerCount
FROM 
    Posts p
JOIN 
    Users u ON p.OwnerUserId = u.Id
LEFT JOIN 
    Comments c ON p.Id = c.PostId
LEFT JOIN 
    Votes v ON p.Id = v.PostId
WHERE 
    p.PostTypeId = 1 
GROUP BY 
    p.Id, p.Title, p.CreationDate, u.DisplayName, p.Score, p.ViewCount, p.AnswerCount
ORDER BY 
    p.CreationDate DESC
LIMIT 100;
",,15.4,-0.0032934004958920177
4625.sql,"WITH UserBadgeCounts AS (
    SELECT 
        u.Id AS UserId, 
        COUNT(b.Id) AS BadgeCount, 
        SUM(CASE WHEN b.Class = 1 THEN 1 ELSE 0 END) AS GoldCount,
        SUM(CASE WHEN b.Class = 2 THEN 1 ELSE 0 END) AS SilverCount,
        SUM(CASE WHEN b.Class = 3 THEN 1 ELSE 0 END) AS BronzeCount
    FROM Users u
    LEFT JOIN Badges b ON u.Id = b.UserId
    GROUP BY u.Id
),
PostStats AS (
    SELECT 
        p.OwnerUserId,
        COUNT(p.Id) AS TotalPosts,
        SUM(CASE WHEN p.PostTypeId = 1 THEN 1 ELSE 0 END) AS Questions,
        SUM(CASE WHEN p.PostTypeId = 2 THEN 1 ELSE 0 END) AS Answers,
        SUM(p.ViewCount) AS TotalViews,
        COALESCE(AVG(p.Score), 0) AS AvgScore
    FROM Posts p
    GROUP BY p.OwnerUserId
),
FinalStats AS (
    SELECT 
        u.Id AS UserId,
        u.DisplayName,
        COALESCE(ubc.BadgeCount, 0) AS BadgeCount,
        COALESCE(ps.TotalPosts, 0) AS TotalPosts,
        COALESCE(ps.Questions, 0) AS Questions,
        COALESCE(ps.Answers, 0) AS Answers,
        COALESCE(ps.TotalViews, 0) AS TotalViews,
        COALESCE(ps.AvgScore, 0) AS AvgScore
    FROM Users u
    LEFT JOIN UserBadgeCounts ubc ON u.Id = ubc.UserId
    LEFT JOIN PostStats ps ON u.Id = ps.OwnerUserId
)
SELECT 
    UserId, 
    DisplayName, 
    BadgeCount,
    TotalPosts,
    Questions,
    Answers,
    TotalViews,
    AvgScore,
    CASE 
        WHEN TotalPosts > 50 THEN 'Active Contributor'
        WHEN TotalPosts BETWEEN 20 AND 50 THEN 'Moderate Contributor'
        ELSE 'New Contributor'
    END AS ContributorLevel
FROM FinalStats
WHERE TotalViews > 1000
ORDER BY TotalPosts DESC, AvgScore DESC
LIMIT 10;",,13.751,-0.002940750014221502
16716.sql,"SELECT 
    p.Id AS PostId,
    p.Title,
    p.CreationDate,
    u.DisplayName AS OwnerDisplayName,
    p.Score,
    p.ViewCount,
    p.Tags
FROM 
    Posts p
JOIN 
    Users u ON p.OwnerUserId = u.Id
WHERE 
    p.PostTypeId = 1 
ORDER BY 
    p.CreationDate DESC
LIMIT 10;",,5.72,-0.0012232630413313208
13245.sql,"WITH UserStats AS (
    SELECT 
        U.Id AS UserId,
        U.DisplayName,
        COUNT(DISTINCT P.Id) AS PostCount,
        SUM(CASE WHEN P.PostTypeId = 1 THEN 1 ELSE 0 END) AS QuestionCount,
        SUM(CASE WHEN P.PostTypeId = 2 THEN 1 ELSE 0 END) AS AnswerCount,
        SUM(CASE WHEN V.VoteTypeId = 2 THEN 1 ELSE 0 END) AS UpVoteCount,
        SUM(CASE WHEN V.VoteTypeId = 3 THEN 1 ELSE 0 END) AS DownVoteCount
    FROM 
        Users U
    LEFT JOIN 
        Posts P ON U.Id = P.OwnerUserId
    LEFT JOIN 
        Votes V ON P.Id = V.PostId
    GROUP BY 
        U.Id, U.DisplayName
),
BadgeStats AS (
    SELECT 
        B.UserId,
        COUNT(B.Id) AS BadgeCount
    FROM 
        Badges B
    GROUP BY 
        B.UserId
)
SELECT 
    US.UserId,
    US.DisplayName,
    US.PostCount,
    US.QuestionCount,
    US.AnswerCount,
    US.UpVoteCount,
    US.DownVoteCount,
    COALESCE(BS.BadgeCount, 0) AS BadgeCount
FROM 
    UserStats US
LEFT JOIN 
    BadgeStats BS ON US.UserId = BS.UserId
ORDER BY 
    US.PostCount DESC;",,38.95,-0.00832973696850611
14095.sql,"WITH PostStats AS (
    SELECT 
        p.Id AS PostId,
        p.PostTypeId,
        p.CreationDate,
        COUNT(c.Id) AS CommentCount,
        SUM(CASE WHEN v.VoteTypeId = 2 THEN 1 ELSE 0 END) AS UpVotes,
        SUM(CASE WHEN v.VoteTypeId = 3 THEN 1 ELSE 0 END) AS DownVotes,
        COUNT(DISTINCT v.UserId) AS UniqueVoters,
        AVG(u.Reputation) AS AverageReputation
    FROM 
        Posts p
    LEFT JOIN 
        Comments c ON p.Id = c.PostId
    LEFT JOIN 
        Votes v ON p.Id = v.PostId
    LEFT JOIN 
        Users u ON p.OwnerUserId = u.Id
    GROUP BY 
        p.Id, p.PostTypeId, p.CreationDate
),
UserStats AS (
    SELECT 
        u.Id AS UserId,
        COUNT(b.Id) AS BadgeCount,
        SUM(u.UpVotes) AS TotalUpVotes,
        SUM(u.DownVotes) AS TotalDownVotes,
        SUM(u.Views) AS TotalViews
    FROM 
        Users u
    LEFT JOIN 
        Badges b ON u.Id = b.UserId
    GROUP BY 
        u.Id
)

SELECT 
    p.PostId,
    p.PostTypeId,
    p.CreationDate,
    p.CommentCount,
    p.UpVotes,
    p.DownVotes,
    p.UniqueVoters,
    p.AverageReputation,
    u.UserId,
    u.BadgeCount,
    u.TotalUpVotes,
    u.TotalDownVotes,
    u.TotalViews
FROM 
    PostStats p
JOIN 
    UserStats u ON p.PostId = u.UserId
ORDER BY 
    p.CommentCount DESC, 
    p.UpVotes DESC;",,49.835,-0.010657572319011604
15900.sql,"SELECT 
    p.Id AS PostId,
    p.Title,
    u.DisplayName AS OwnerName,
    p.CreationDate,
    pt.Name AS PostTypeName,
    COUNT(c.Id) AS CommentCount
FROM 
    Posts p
JOIN 
    Users u ON p.OwnerUserId = u.Id
JOIN 
    PostTypes pt ON p.PostTypeId = pt.Id
LEFT JOIN 
    Comments c ON p.Id = c.PostId
GROUP BY 
    p.Id, u.DisplayName, p.Title, p.CreationDate, pt.Name
ORDER BY 
    p.CreationDate DESC
LIMIT 10;
",,12.419,-0.0026558922570443485
25120.sql,"WITH RankedPosts AS (
    SELECT 
        p.Id AS PostId,
        p.Title,
        p.Body,
        p.CreationDate,
        COALESCE(v.UpVoteCount, 0) AS UpVoteCount,
        COALESCE(v.DownVoteCount, 0) AS DownVoteCount,
        COALESCE(c.CommentCount, 0) AS CommentCount,
        COALESCE(b.BadgeCount, 0) AS BadgeCount,
        ROW_NUMBER() OVER (PARTITION BY p.PostTypeId ORDER BY COALESCE(v.UpVoteCount, 0) DESC, p.CreationDate DESC) AS Rank
    FROM 
        Posts p
    LEFT JOIN (
        SELECT 
            PostId, 
            COUNT(CASE WHEN VoteTypeId = 2 THEN 1 END) AS UpVoteCount,
            COUNT(CASE WHEN VoteTypeId = 3 THEN 1 END) AS DownVoteCount
        FROM 
            Votes 
        GROUP BY 
            PostId
    ) v ON p.Id = v.PostId
    LEFT JOIN (
        SELECT 
            PostId, 
            COUNT(*) AS CommentCount 
        FROM 
            Comments 
        GROUP BY 
            PostId
    ) c ON p.Id = c.PostId
    LEFT JOIN (
        SELECT 
            UserId, 
            COUNT(*) AS BadgeCount 
        FROM 
            Badges 
        GROUP BY 
            UserId
    ) b ON p.OwnerUserId = b.UserId
    WHERE
        p.CreationDate >= cast('2024-10-01' as date) - INTERVAL '30 days' 
)
SELECT 
    r.PostId,
    r.Title,
    r.Body,
    r.CreationDate,
    r.UpVoteCount,
    r.DownVoteCount,
    r.CommentCount,
    r.BadgeCount,
    p.PostTypeId,
    CASE 
        WHEN r.Rank <= 10 THEN 'Top' 
        WHEN r.Rank <= 20 THEN 'Mid' 
        ELSE 'Low' 
    END AS RankingCategory
FROM 
    RankedPosts r
JOIN 
    Posts p ON r.PostId = p.Id
WHERE 
    p.PostTypeId IN (1, 2) 
ORDER BY 
    r.Rank;",,19.035,-0.004070771327227569
6181.sql,"
WITH UserStats AS (
    SELECT 
        U.Id AS UserId,
        U.DisplayName,
        U.Reputation,
        COUNT(DISTINCT P.Id) AS PostCount,
        SUM(COALESCE(P.Score, 0)) AS TotalScore,
        SUM(CASE WHEN P.PostTypeId = 2 THEN 1 ELSE 0 END) AS AnswerCount,
        SUM(CASE WHEN P.PostTypeId = 1 THEN 1 ELSE 0 END) AS QuestionCount
    FROM Users U
    LEFT JOIN Posts P ON U.Id = P.OwnerUserId
    GROUP BY U.Id, U.DisplayName, U.Reputation
),
TopUsers AS (
    SELECT 
        UserId,
        DisplayName,
        Reputation,
        PostCount,
        TotalScore,
        AnswerCount,
        QuestionCount,
        RANK() OVER (ORDER BY TotalScore DESC, Reputation DESC) AS UserRank
    FROM UserStats
),
PopularTags AS (
    SELECT 
        T.TagName,
        COUNT(P.Id) AS PostCount,
        SUM(CASE WHEN P.PostTypeId = 1 THEN 1 ELSE 0 END) AS QuestionCount
    FROM Tags T
    JOIN Posts P ON P.Tags LIKE CONCAT('%', T.TagName, '%')
    GROUP BY T.TagName
    HAVING COUNT(P.Id) > 50
),
TopTags AS (
    SELECT 
        TagName,
        PostCount,
        QuestionCount,
        RANK() OVER (ORDER BY PostCount DESC) AS TagRank
    FROM PopularTags
)
SELECT 
    U.DisplayName AS TopUser,
    U.Reputation,
    U.PostCount AS TotalPosts,
    U.TotalScore AS Score,
    U.QuestionCount,
    U.AnswerCount,
    T.TagName AS MostPopularTag,
    T.PostCount AS TagPostCount
FROM TopUsers U
JOIN TopTags T ON U.QuestionCount > 0
WHERE U.UserRank <= 10 AND T.TagRank = 1
ORDER BY U.TotalScore DESC, U.Reputation DESC;
",,284.986,-0.060946300891057306
19349.sql,"
SELECT p.Title, p.CreationDate, u.DisplayName, COUNT(c.Id) AS CommentCount
FROM Posts p
JOIN Users u ON p.OwnerUserId = u.Id
LEFT JOIN Comments c ON p.Id = c.PostId
WHERE p.PostTypeId = 1 
GROUP BY p.Title, p.CreationDate, u.DisplayName
ORDER BY p.CreationDate DESC
LIMIT 10;
",,9.163,-0.0019595732950557503
13673.sql,"WITH UserPostStats AS (
    SELECT 
        u.Id AS UserId,
        u.DisplayName,
        COUNT(p.Id) AS TotalPosts,
        SUM(CASE WHEN p.PostTypeId = 1 THEN 1 ELSE 0 END) AS TotalQuestions,
        SUM(CASE WHEN p.PostTypeId = 2 THEN 1 ELSE 0 END) AS TotalAnswers,
        SUM(p.ViewCount) AS TotalViews,
        SUM(p.Score) AS TotalScore
    FROM 
        Users u
    LEFT JOIN 
        Posts p ON u.Id = p.OwnerUserId
    GROUP BY 
        u.Id, u.DisplayName
),
SortedUserStats AS (
    SELECT 
        UserId,
        DisplayName,
        TotalPosts,
        TotalQuestions,
        TotalAnswers,
        TotalViews,
        TotalScore,
        RANK() OVER (ORDER BY TotalScore DESC) AS ScoreRank
    FROM 
        UserPostStats
)

SELECT 
    UserId,
    DisplayName,
    TotalPosts,
    TotalQuestions,
    TotalAnswers,
    TotalViews,
    TotalScore,
    ScoreRank
FROM 
    SortedUserStats
WHERE 
    ScoreRank <= 10;",,29.313,-0.006268795372472903
29578.sql,"WITH RankedPosts AS (
    SELECT 
        p.Id AS PostId,
        p.Title,
        p.Body,
        p.CreationDate,
        p.Score,
        p.ViewCount,
        ARRAY_LENGTH(string_to_array(p.Tags, '><'), 1) AS TagCount,
        COUNT(DISTINCT c.Id) AS CommentCount,
        ROW_NUMBER() OVER (PARTITION BY p.OwnerUserId ORDER BY p.CreationDate DESC) AS RecentPostRank
    FROM 
        Posts p
    LEFT JOIN 
        Comments c ON p.Id = c.PostId
    WHERE 
        p.PostTypeId = 1  
    GROUP BY 
        p.Id, p.Title, p.Body, p.CreationDate, p.Score, p.ViewCount
),
UserReputation AS (
    SELECT 
        u.Id AS UserId,
        u.DisplayName,
        u.Reputation,
        COUNT(DISTINCT p.Id) AS QuestionCount,
        SUM(CASE WHEN p.Score > 0 THEN 1 ELSE 0 END) AS PositiveScoredQuestions,
        SUM(CASE WHEN p.Score < 0 THEN 1 ELSE 0 END) AS NegativeScoredQuestions
    FROM 
        Users u
    JOIN 
        Posts p ON u.Id = p.OwnerUserId
    WHERE 
        p.PostTypeId = 1  
    GROUP BY 
        u.Id, u.DisplayName, u.Reputation
),
ActiveUsers AS (
    SELECT 
        ur.UserId,
        ur.DisplayName,
        ur.Reputation,
        ur.QuestionCount,
        ur.PositiveScoredQuestions,
        ur.NegativeScoredQuestions,
        rp.PostId,
        rp.Title,
        rp.CreationDate,
        rp.Score,
        rp.ViewCount,
        rp.TagCount,
        rp.CommentCount
    FROM 
        UserReputation ur
    JOIN 
        RankedPosts rp ON ur.UserId = rp.PostId
    WHERE 
        ur.QuestionCount > 10  
        AND ur.Reputation >= 100  
)
SELECT 
    au.DisplayName,
    au.Reputation,
    COUNT(DISTINCT au.PostId) AS NumberOfPosts,
    SUM(au.Score) AS TotalScore,
    AVG(au.ViewCount) AS AvgViewCount,
    AVG(au.CommentCount) AS AvgCommentCount,
    STRING_AGG(DISTINCT 'Title: ' || au.Title || ' (Score: ' || au.Score || ', Views: ' || au.ViewCount || ')', '; ') AS RecentPosts
FROM 
    ActiveUsers au
GROUP BY 
    au.DisplayName, au.Reputation
ORDER BY 
    au.Reputation DESC, NumberOfPosts DESC;",,17.061,-0.003648617263663228
22750.sql,"
WITH RankedPosts AS (
    SELECT
        p.Id AS PostId,
        p.Title,
        p.CreationDate,
        p.Score,
        COALESCE(p.AcceptedAnswerId, 0) AS AcceptedAnswerId,
        COUNT(c.Id) AS CommentCount,
        ROW_NUMBER() OVER (PARTITION BY p.OwnerUserId ORDER BY p.CreationDate DESC) AS RecentPostRank,
        p.OwnerUserId
    FROM
        Posts p
    LEFT JOIN
        Comments c ON p.Id = c.PostId
    WHERE
        p.CreationDate >= (CAST('2024-10-01' AS DATE) - INTERVAL '1 year')
    GROUP BY
        p.Id, p.Title, p.CreationDate, p.Score, p.AcceptedAnswerId, p.OwnerUserId
),
RecentAcceptedAnswers AS (
    SELECT
        AcceptedAnswerId AS PostId,
        COUNT(*) AS AcceptedAnswerCount
    FROM
        Posts
    WHERE
        PostTypeId = 2
        AND EXISTS (
            SELECT 1 
            FROM Posts p 
            WHERE p.Id = Posts.AcceptedAnswerId 
            AND p.Score > 0
        )
    GROUP BY
        AcceptedAnswerId
),
UserEngagement AS (
    SELECT
        u.Id AS UserId,
        u.DisplayName,
        COALESCE(SUM(CASE WHEN v.VoteTypeId = 2 THEN 1 ELSE 0 END), 0) AS UpVotes,
        COALESCE(SUM(CASE WHEN v.VoteTypeId = 3 THEN 1 ELSE 0 END), 0) AS DownVotes,
        COALESCE(SUM(CASE WHEN b.Class = 1 THEN 1 ELSE 0 END), 0) AS GoldBadges,
        COALESCE(SUM(CASE WHEN b.Class = 2 THEN 1 ELSE 0 END), 0) AS SilverBadges
    FROM
        Users u
    LEFT JOIN
        Votes v ON u.Id = v.UserId
    LEFT JOIN
        Badges b ON u.Id = b.UserId
    GROUP BY
        u.Id, u.DisplayName
)
SELECT 
    r.OwnerUserId,
    COALESCE(ue.DisplayName, 'Unknown User') AS UserName,
    SUM(r.Score) AS TotalScore,
    COUNT(r.PostId) AS TotalPosts,
    SUM(COALESCE(raa.AcceptedAnswerCount, 0)) AS TotalAcceptedAnswers,
    MAX(r.RecentPostRank) AS MaxRecentPostRank,
    STRING_AGG(DISTINCT pht.Name, ', ') AS PostHistoryTypesChanged
FROM 
    RankedPosts r
LEFT JOIN 
    RecentAcceptedAnswers raa ON r.PostId = raa.PostId
LEFT JOIN 
    Users u ON r.OwnerUserId = u.Id
LEFT JOIN 
    PostHistory ph ON r.PostId = ph.PostId
LEFT JOIN 
    PostHistoryTypes pht ON ph.PostHistoryTypeId = pht.Id
LEFT JOIN 
    UserEngagement ue ON u.Id = ue.UserId
WHERE 
    (r.RecentPostRank <= 3 AND r.CommentCount > 5) OR 
    (r.CommentCount > 10 AND r.Score > 0)
GROUP BY 
    r.OwnerUserId, ue.DisplayName
HAVING 
    SUM(r.Score) > 50
ORDER BY 
    TotalScore DESC, UserName
LIMIT 10;
",,16.459,-0.003519875244278358
26881.sql,"WITH TagSplit AS (
    SELECT 
        p.Id AS PostId,
        TRIM(UNNEST(string_to_array(substring(p.Tags, 2, length(p.Tags)-2), '><'))) AS TagName
    FROM 
        Posts p
    WHERE 
        p.PostTypeId = 1  
),
TagStatistics AS (
    SELECT 
        ts.TagName,
        COUNT(DISTINCT ts.PostId) AS PostCount,
        AVG(u.Reputation) AS AverageReputation,
        COUNT(DISTINCT b.Id) AS BadgeCount
    FROM 
        TagSplit ts
    JOIN 
        Posts p ON ts.PostId = p.Id
    JOIN 
        Users u ON p.OwnerUserId = u.Id
    LEFT JOIN 
        Badges b ON u.Id = b.UserId
    GROUP BY 
        ts.TagName
),
MostLinkedTags AS (
    SELECT 
        tl.TagName,
        COUNT(pl.RelatedPostId) AS LinkCount
    FROM 
        TagSplit tl
    JOIN 
        PostLinks pl ON tl.PostId = pl.PostId
    GROUP BY 
        tl.TagName
),
FinalStats AS (
    SELECT 
        ts.TagName,
        ts.PostCount,
        ts.AverageReputation,
        ts.BadgeCount,
        mt.LinkCount
    FROM 
        TagStatistics ts
    LEFT JOIN 
        MostLinkedTags mt ON ts.TagName = mt.TagName
)
SELECT 
    TagName,
    PostCount,
    AverageReputation,
    COALESCE(BadgeCount, 0) AS BadgeCount,
    COALESCE(LinkCount, 0) AS LinkCount
FROM 
    FinalStats
ORDER BY 
    PostCount DESC, 
    AverageReputation DESC
LIMIT 10;",,89.544,-0.019149626883386676
26903.sql,"
WITH RankedPosts AS (
    SELECT 
        P.Id AS PostId,
        P.Title,
        P.Tags,
        P.ViewCount,
        P.AnswerCount,
        P.CreationDate,
        U.DisplayName AS OwnerDisplayName,
        RANK() OVER (PARTITION BY P.Tags ORDER BY P.ViewCount DESC) AS RankByViews
    FROM 
        Posts P
    JOIN 
        Users U ON P.OwnerUserId = U.Id
    WHERE 
        P.PostTypeId = 1 
),
TagStatistics AS (
    SELECT 
        TRIM(UNNEST(string_to_array(SUBSTRING(Tags, 2, CHAR_LENGTH(Tags) - 2), '><'))) AS Tag,
        COUNT(*) AS PostCount,
        SUM(CASE WHEN AnswerCount > 0 THEN 1 ELSE 0 END) AS QuestionsWithAnswers,
        AVG(ViewCount) AS AverageViews
    FROM 
        Posts
    WHERE 
        PostTypeId = 1
    GROUP BY 
        TRIM(UNNEST(string_to_array(SUBSTRING(Tags, 2, CHAR_LENGTH(Tags) - 2), '><')))
),
TopTags AS (
    SELECT 
        T.Tag,
        T.PostCount,
        T.QuestionsWithAnswers,
        T.AverageViews
    FROM 
        TagStatistics T
    ORDER BY 
        T.PostCount DESC
    LIMIT 10
)
SELECT 
    R.PostId,
    R.Title,
    R.Tags,
    R.ViewCount,
    R.AnswerCount,
    R.CreationDate,
    R.OwnerDisplayName,
    T.Tag AS MostPopularTag,
    T.PostCount AS TotalPostsForTag,
    T.QuestionsWithAnswers AS QuestionsWithAnswersForTag,
    T.AverageViews AS AvgViewsForTag,
    R.RankByViews
FROM 
    RankedPosts R
JOIN 
    TopTags T ON R.Tags LIKE '%' || T.Tag || '%'
WHERE 
    R.RankByViews <= 5
ORDER BY 
    R.Tags, R.RankByViews;
",,57.098,-0.0122108169814573
18712.sql,"
SELECT 
    p.Id AS PostId, 
    p.Title, 
    p.CreationDate, 
    u.DisplayName AS OwnerName, 
    COUNT(c.Id) AS CommentCount
FROM 
    Posts p
JOIN 
    Users u ON p.OwnerUserId = u.Id
LEFT JOIN 
    Comments c ON p.Id = c.PostId
WHERE 
    p.PostTypeId = 1 
GROUP BY 
    p.Id, p.Title, p.CreationDate, u.DisplayName
ORDER BY 
    p.CreationDate DESC
LIMIT 10;
",,9.353,-0.0020002061583167556
